index_time, rank, date-time, dist file, total_computing_time (s), sending_time (s), BaB_computing_time (s), gathering_time (s), count_BaB, best_bound, best_path, MODE_SEND, MODE_GATHER
32683229.518985, 8, 2023-02-03 21:47:22, input/dist5, 0.008095, 0.005431, 0.000908, 0.001751, 2.000000, 221.000000, 4040103040205.000000, 0, 0
32683229.518985, 9, 2023-02-03 21:47:22, input/dist5, 0.007230, 0.004580, 0.001694, 0.000952, 2.000000, 201.000000, 4040103040502.000000, 0, 0
32683229.518985, 10, 2023-02-03 21:47:22, input/dist5, 0.008074, 0.005418, 0.001700, 0.000952, 2.000000, 190.000000, 4040103050204.000000, 0, 0
32683229.518985, 11, 2023-02-03 21:47:22, input/dist5, 0.008098, 0.005443, 0.001685, 0.000966, 2.000000, 2147483647.000000, -189642697038431936.000000, 0, 0
32683229.518985, 12, 2023-02-03 21:47:22, input/dist5, 0.008068, 0.005423, 0.001742, 0.000899, 2.000000, 138.000000, 4040104020305.000000, 0, 0
32683229.518985, 13, 2023-02-03 21:47:22, input/dist5, 0.008066, 0.005417, 0.001701, 0.000945, 2.000000, 138.000000, 4040104020503.000000, 0, 0
32683229.518985, 14, 2023-02-03 21:47:22, input/dist5, 0.008086, 0.005432, 0.001912, 0.000739, 2.000000, 148.000000, 4040104030205.000000, 0, 0
32683229.518985, 15, 2023-02-03 21:47:22, input/dist5, 0.008076, 0.005438, 0.001684, 0.000950, 2.000000, 151.000000, 4040104030502.000000, 0, 0
32683282.694773, 0, 2023-02-03 21:47:30, input/dist15, 2.022849, 0.001228, 0.801473, 1.217438, 6142467.000000, 307.000000, 404100102030513193743465184231424.000000, 0, 0
32683282.694773, 1, 2023-02-03 21:47:30, input/dist15, 2.023775, 0.004907, 0.786908, 1.231957, 3532826.000000, 302.000000, 404100103051311046843872103628800.000000, 0, 0
32683282.694773, 2, 2023-02-03 21:47:30, input/dist15, 2.023004, 0.004154, 0.831143, 1.187702, 4628367.000000, 237.000000, 404100104141509081971682214674432.000000, 0, 0
32683282.694773, 3, 2023-02-03 21:47:30, input/dist15, 2.026303, 0.007460, 0.747988, 1.270850, 3481706.000000, 290.000000, 404100105041415116921123018637312.000000, 0, 0
